nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,last_modified,datagouv_resource_id
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77299A,01F5ZAKH612583SBGWNS3MWAKW,Montarlot,Voirie,Rue Grande,77299,"[48.349254999999999,2.850102000000000]",2,FRS77EEC779811,01F5ZB3EZM8AT35MFXYRMK7M84,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22177279145441,2016-02-05,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77233A,01F5ZAKH61BSPYP13FFJF1643Y,Iverny,Voirie,rue du Bordeau,77233,"[48.999126300000000,2.786925300000000]",2,FRS77EEC776812,01F5ZB3EZK3KBYWX835AK4Y2B9,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22197105483285,2015-07-01,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77318A,01F5ZAKH61V9K8ZRSR3XPB92V5,Mortcerf,Voirie,Place de l'Eglise,77318,"[48.789228000000001,2.915816000000000]",2,FRS77EEC7710811,01F5ZB3EZMVV3QQPRKWFXGP719,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22178871041270,2015-07-01,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77322A,01F5ZAKH61J9776V0ADCNMGHWC,Moussy-le-Neuf,Voirie,rue Lamaze,77322,"[49.064533900000001,2.603088800000000]",2,FRS77EEC7710911,01F5ZB3EZM2X6GRMRBM4RGHK4H,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22197539635383,2016-08-10,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77322A,01F5ZAKH61J9776V0ADCNMGHWC,Moussy-le-Neuf,Voirie,rue Lamaze,77322,"[49.064533900000001,2.603088800000000]",2,FRS77EEC7710912,01F5ZB3EZMJRKDFJJ5T6Z0VZ1N,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22197539635383,2016-02-23,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77326A,01F5ZAKH61TJN1VMHBQF5R1GH5,Nandy,Voirie,rue de l'église,77326,"[48.580365299999997,2.565314900000000]",2,FRS77EEC7711011,01F5ZB3EZMEJAWM1EKJ3YSPCZY,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22117365972199,2015-07-01,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77326A,01F5ZAKH61TJN1VMHBQF5R1GH5,Nandy,Voirie,rue de l'église,77326,"[48.580365299999997,2.565314900000000]",2,FRS77EEC7711012,01F5ZB3EZM81XZ8R58ZTVT10H5,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22117365972199,2016-08-31,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77335A,01F5ZAKH618H9RPFGP1PPSK2KW,Chauconin-Neufmontiers,Voirie,rue Pierre Charton,77335,"[48.973423799999999,2.837548000000000]",2,FRS77EEC773711,01F5ZB3EZMBGANM58ACYP7CXD0,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22186106928208,2020-06-25,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77335A,01F5ZAKH618H9RPFGP1PPSK2KW,Chauconin-Neufmontiers,Voirie,rue Pierre Charton,77335,"[48.973423799999999,2.837548000000000]",2,FRS77EEC773712,01F5ZB3EZMDGQGC3E87W5XCPB6,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22186106928208,2020-06-25,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77336A,01F5ZAKH6198YFVGWBKKTW620N,Neufmoutiers-en-Brie,Voirie,rue du général de Gaulle,77336,"[48.768834200000001,2.830537700000000]",2,FRS77EEC7711111,01F5ZB3EZMWNDFD97RFAHBKCAC,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22192763949301,2016-11-07,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77336A,01F5ZAKH6198YFVGWBKKTW620N,Neufmoutiers-en-Brie,Voirie,rue du général de Gaulle,77336,"[48.768834200000001,2.830537700000000]",2,FRS77EEC7711112,01F5ZB3EZMMYZW3JMN2SVNQFKM,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22192763949301,2016-08-12,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77338A,01F5ZAKH61X9AQYTM4CDF50Y9A,Noisy-Rudignon,Voirie,rue de Dormelles,77338,"[48.335296100000001,2.928877300000000]",2,FRS77EEC7711211,01F5ZB3EZMVB7J9WPDSCR494M8,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22191316771379,2016-11-07,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77338A,01F5ZAKH61X9AQYTM4CDF50Y9A,Noisy-Rudignon,Voirie,rue de Dormelles,77338,"[48.335296100000001,2.928877300000000]",2,FRS77EEC7711212,01F5ZB3EZM3VJ2BD5DT3GRWA2K,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22191316771379,2016-11-07,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77339A,01F5ZAKH6106W1EHH3HABH1GG9,Noisy-sur-Ecole,Voirie,rue du pont de l'arcade,77339,"[48.373797000000003,2.496094100000000]",2,FRS77EEC7711311,01F5ZB3EZMN1MTQ9EBY9E5DCQE,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22165991152513,2016-08-11,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77339A,01F5ZAKH6106W1EHH3HABH1GG9,Noisy-sur-Ecole,Voirie,rue du pont de l'arcade,77339,"[48.373797000000003,2.496094100000000]",2,FRS77EEC7711312,01F5ZB3EZMW7F21A2RQ8G1KKZE,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22165991152513,2015-07-01,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77341A,01F5ZAKH614YDA9431KPAVPBE3,Noyen-sur-Seine,Voirie,rue de l'église,77341,"[48.452851600000002,3.351262300000000]",2,FRS77EEC7711411,01F5ZB3EZMSRJ7AHRJRP185B22,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22129666986005,2015-07-01,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77341A,01F5ZAKH614YDA9431KPAVPBE3,Noyen-sur-Seine,Voirie,rue de l'église,77341,"[48.452851600000002,3.351262300000000]",2,FRS77EEC7711412,01F5ZB3EZMAD478YJ7N29VHPAR,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22129666986005,2015-07-01,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77345A,01F5ZAKH615QZ24N94SBS0KBQ3,Orly-sur-Morin,Voirie,rue de l'hêtre,77345,"[48.904442699999997,3.229533600000000]",2,FRS77EEC7711511,01F5ZB3EZMKFFH8P42BH939QGC,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22196671328559,2016-09-07,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77318A,01F5ZAKH61V9K8ZRSR3XPB92V5,Mortcerf,Voirie,Place de l'Eglise,77318,"[48.789228000000001,2.915816000000000]",2,FRS77EEC7710812,01F5ZB3EZM393SHJ6K9893VM11,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22178871041270,2015-07-01,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77317A,01F5ZAKH61ZAYE68C06G8Q9BMV,Mormant,Voirie,place de la mairie,77317,"[48.606499999999997,2.890500000000000]",2,FRS77EEC7710712,01F5ZB3EZMPDFVE666SD6EVX7R,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22173950638547,2016-02-01,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77299A,01F5ZAKH612583SBGWNS3MWAKW,Montarlot,Voirie,Rue Grande,77299,"[48.349254999999999,2.850102000000000]",2,FRS77EEC779812,01F5ZB3EZMCC6S7AH5GXMTG1RQ,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22177279145441,2016-02-01,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77317A,01F5ZAKH61ZAYE68C06G8Q9BMV,Mormant,Voirie,place de la mairie,77317,"[48.606499999999997,2.890500000000000]",2,FRS77EEC7710711,01F5ZB3EZM2JFA95MX9G7CDMN7,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22173950638547,2016-11-15,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77300A,01F5ZAKH61G266A66SE9DG9B7G,Montceaux-les-Meaux,Voirie,place de la mairie,77300,"[48.941797200000003,2.985625000000000]",2,FRS77EEC779912,01F5ZB3EZMBV4NJKEDWZPM6ENE,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22159478852721,2015-07-01,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77301A,01F5ZAKH61TR6BXJYMH25Q81SG,Montceaux-les-Provins,Voirie,route de Brangis,77301,"[48.694653000000002,3.438183000000000]",2,FRS77EEC7710011,01F5ZB3EZMY3MVHRWP5DZFK34W,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22178726323404,2015-07-01,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77301A,01F5ZAKH61TR6BXJYMH25Q81SG,Montceaux-les-Provins,Voirie,route de Brangis,77301,"[48.694653000000002,3.438183000000000]",2,FRS77EEC7710012,01F5ZB3EZMXQ4SKM43WS1FWT0Q,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22178726323404,2015-07-01,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77302A,01F5ZAKH61J7W7NMHQMVEC2RA6,Montcourt-Fromonville,Voirie,route de Moret,77302,"[48.300028900000001,2.699949500000000]",2,FRS77EEC7710111,01F5ZB3EZMRZCGDQV8AMN9WN0P,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22197829072358,2016-08-10,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77302A,01F5ZAKH61J7W7NMHQMVEC2RA6,Montcourt-Fromonville,Voirie,route de Moret,77302,"[48.300028900000001,2.699949500000000]",2,FRS77EEC7710112,01F5ZB3EZMH96JG4JKZ08FJ95F,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22197829072358,2016-01-19,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77303A,01F5ZAKH6160PFDJT763HCR33P,Montdauphin,Voirie,rue Brulée,77303,"[48.851770999999999,3.427434000000000]",2,FRS77EEC7710211,01F5ZB3EZMW1TMKY1AZQPPFJYV,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22196526610709,2015-05-28,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77303A,01F5ZAKH6160PFDJT763HCR33P,Montdauphin,Voirie,rue Brulée,77303,"[48.851770999999999,3.427434000000000]",2,FRS77EEC7710212,01F5ZB3EZMTAGSM3FZRYGFD398,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22196526610709,2016-05-30,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77308A,01F5ZAKH61F9D9W7GGTNGS2NBF,Montge-en-Goele,Voirie,route de Juilly,77308,"[49.025668799999998,2.743906800000000]",2,FRS77EEC7710311,01F5ZB3EZM4GCEM44MRMZ7HXZZ,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22147756712082,2016-09-07,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77308A,01F5ZAKH61F9D9W7GGTNGS2NBF,Montge-en-Goele,Voirie,route de Juilly,77308,"[49.025668799999998,2.743906800000000]",2,FRS77EEC7710312,01F5ZB3EZM71HN79X5BTWGCBK1,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22147756712082,2015-05-29,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77309A,01F5ZAKH61WGK1CSYFH3ZXEPXT,Monthyon,Voirie,rue de la république,77309,"[49.009220800000001,2.828917700000000]",2,FRS77EEC7710411,01F5ZB3EZM5M8C3TTEN3P93RJ7,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22152242963898,2016-08-10,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77309A,01F5ZAKH61WGK1CSYFH3ZXEPXT,Monthyon,Voirie,rue de la république,77309,"[49.009220800000001,2.828917700000000]",2,FRS77EEC7710412,01F5ZB3EZMHZJ0QNDQ1SSE3TT6,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22152242963898,2016-11-15,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77310A,01F5ZAKH61QSEA2TT42JQTH6MC,Montigny-le-Guesdier,Voirie,rue Blanche,77310,"[48.383237500000000,3.253999300000000]",2,FRS77EEC7710511,01F5ZB3EZMR2R99H4JHK7MZTE4,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22196092457332,2015-05-28,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77310A,01F5ZAKH61QSEA2TT42JQTH6MC,Montigny-le-Guesdier,Voirie,rue Blanche,77310,"[48.383237500000000,3.253999300000000]",2,FRS77EEC7710512,01F5ZB3EZMKQ38FXTG7ZE2F678,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22196092457332,2016-08-12,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77311A,01F5ZAKH617FRP6TWWNWE4P3A6,Montigny-Lencoup,Voirie,rue Montmart,77311,"[48.452547000000003,3.060808000000000]",2,FRS77EEC7710611,01F5ZB3EZM5FS7TVAQZFK0VFKK,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22177423863201,2016-08-12,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77311A,01F5ZAKH617FRP6TWWNWE4P3A6,Montigny-Lencoup,Voirie,rue Montmart,77311,"[48.452547000000003,3.060808000000000]",2,FRS77EEC7710612,01F5ZB3EZM3NDTCY2VFJR0GD63,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22177423863201,2016-01-19,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77235A,01F5ZAKH6190M8XFX4J3JB6Y05,Jaignes,Voirie,rue de l'abbaye,77235,"[48.991289999999999,3.054889000000000]",2,FRS77EEC776911,01F5ZB3EZK78EJ7C2DY3T03VKF,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22165267568035,2016-08-31,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77255A,01F5ZAKH61ZBQTS3PR3ATPQQHJ,Livry-sur-Seine,Voirie,rue de la Garenne,77255,"[48.511043700000002,2.688477000000000]",2,FRS77EEC778611,01F5ZB3EZK139T9R6V6M39JY16,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22191027335001,2015-05-28,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77233A,01F5ZAKH61BSPYP13FFJF1643Y,Iverny,Voirie,rue du Bordeau,77233,"[48.999126300000000,2.786925300000000]",2,FRS77EEC776811,01F5ZB3EZKK4C3MR07HACZ38W1,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22197105483285,2016-09-07,aucune,2021-05-18,2021-06-09T17:54:24.122000,6d189577-af67-4d72-ba60-73fa62fd35fc
